player_id,username,age,gender,location,total_games_played,wins,losses,total_time_played_minutes,total_moves
7af307e4-351c-40fb-b49e-dedfae2bbc71,kwashington,43,Other,Portugal,80,1,79,1600,2080
c6aa75e0-1f84-4a58-999f-8bb0ef3eafe5,oanderson,19,Male,Qatar,7,4,3,301,434
398e03b2-be77-4ce4-9008-3e4aeb3b14b6,jgonzales,33,Male,Martinique,63,12,51,1134,2268
9641bbf8-c22e-4bae-b15d-888142f6f6ca,smithsteven,54,Other,Equatorial Guinea,67,26,41,1139,3953
91d519a9-ebd1-4338-bc37-c843c5bacf42,pnorris,28,Male,Brunei Darussalam,82,73,9,2870,3362
d5def1c0-369a-4498-a903-8dfd9a7f8555,usnyder,62,Other,Togo,26,3,23,416,1456
5c6ffbc6-4f26-46cc-aae9-10e1123fce66,melissabyrd,35,Female,Micronesia,26,2,24,598,2574
9ee2ae60-18a2-4e53-a2ac-f3a8a73f33cb,vbrown,63,Male,Costa Rica,93,32,61,2604,7626
117bfbb3-b28c-4826-a4cc-d40073553135,jenningsmiguel,54,Other,Somalia,41,34,7,738,1312
a0af44ef-b8f2-4aa6-b96d-ced93e4e0da2,zjacobson,31,Female,Czech Republic,20,0,20,680,1860
9227a168-9fa1-4889-a14e-043279e2c63c,pcollins,20,Other,Micronesia,44,14,30,1408,4268
6cfbc09e-7e8a-445d-80ad-64656876e4a8,jesse68,38,Male,Indonesia,96,61,35,2784,2688
fe05bd4c-0290-40b1-bc2d-53390aa707b8,ysparks,40,Female,British Virgin Islands,67,25,42,1273,6365
0a8c4c21-286a-4b66-9ca3-1f7385649ed7,amiller,30,Male,Lebanon,53,28,25,2385,2120
017586a5-fd81-4a5a-9ebd-05788f9ccd66,michele06,35,Male,Ghana,14,9,5,588,952
d72f5661-526e-47be-b49c-ab51b729ff7e,monicadavis,49,Female,Cook Islands,78,66,12,2964,3978
37e3aee2-89fa-411f-9e34-38ca92949595,dmooney,29,Male,United States Minor Outlying Islands,51,5,46,1581,4998
ea2772ce-c897-4b87-8058-92d6bd18438e,xcarr,59,Other,Turkey,88,48,40,1320,3960
f67d21c6-7496-40e5-837c-4816764f2898,nathan04,34,Male,Northern Mariana Islands,3,2,1,75,108
4a89c846-9eb5-4ea3-abb1-6272ced8fb0f,zrodriguez,59,Other,Central African Republic,9,7,2,297,189
33076764-62d0-4d8b-b8a7-1388f9857505,martinbradley,18,Male,Solomon Islands,36,30,6,1476,3348
b3fa4d2e-951e-4ca8-b812-83a15ea6e6b3,irwinmichael,26,Female,Myanmar,17,11,6,323,459
22324086-2d06-43cd-aaed-82212ae09f31,edwardstewart,46,Male,Venezuela,74,26,48,1332,7400
ee5aad5e-f0da-472c-a99b-f77ff644ea47,srichardson,26,Female,Namibia,39,11,28,897,2028
e86ac418-7530-467f-b9e7-b51bf0f929ac,xcruz,53,Male,Guyana,73,37,36,2701,2701
e91eb0cc-5be1-409c-92b0-35b66753a6e7,tyler44,19,Male,British Virgin Islands,15,14,1,405,1320
06396a52-a2f1-4949-a70c-44813deb1238,frederick88,37,Female,Korea,84,47,37,1428,6972
4c9af23f-7ca1-4638-95ef-39f9b1e5a17a,mendozapatricia,25,Female,Sierra Leone,52,51,1,1040,4108
2b3cd681-e782-4031-ac8e-5637a98c6b95,vroberson,31,Female,Philippines,68,0,68,1020,6256
3350b6dd-5c94-4bca-9586-5015e9733327,michael52,48,Other,United States of America,67,60,7,2144,3283
a14208fe-8b86-4f0c-8ad1-8f34902b56bf,jeremy61,34,Other,Iraq,77,29,48,3003,4543
88529e63-ea10-4964-9240-d1aa7942eee0,taylorseth,44,Other,Germany,88,86,2,1760,8008
b100d396-59c3-42b7-936d-4e81f781f2af,anthonymoody,25,Male,Faroe Islands,44,12,32,748,1584
7a25e855-10f7-4632-8408-d91af29420d2,kathryn96,22,Other,Micronesia,14,11,3,238,1022
24fcff14-c1f0-41a9-b2fa-d5f42e71da8f,robinjones,28,Other,Reunion,92,71,21,3404,6716
e9b86da6-8519-41b5-ad14-243d2fd6ad27,ilong,64,Other,Turkey,20,15,5,500,2000
e3502cd6-88ff-48a8-881a-537c3ba849f8,xgiles,60,Other,Cambodia,51,46,5,1785,5049
440025bb-2caa-4bbb-80d8-588acea40831,sean89,38,Male,Iraq,74,22,52,1332,2516
7f48b37f-656f-4e83-8ebe-fde45c58b604,jennifer41,26,Male,Somalia,19,7,12,684,418
7219a25a-7c85-41a4-909a-858062548868,scottgreen,47,Other,Papua New Guinea,83,35,48,3569,2407
3757390c-e3ab-4f34-a426-511e7d6efdf5,xpotter,28,Female,Uzbekistan,15,6,9,570,1470
13a5eb72-ca7a-49f0-9900-8efb3a94b6fa,bryan18,41,Other,United States Minor Outlying Islands,39,19,20,1443,3549
cfeadd72-a358-4728-8da1-e33177c5684c,steven12,51,Female,Cayman Islands,30,24,6,1290,1680
8abeb64d-cc0b-4c7d-9adb-5592579e54e1,vjenkins,49,Male,Kyrgyz Republic,20,9,11,640,560
aad0ce43-115b-43bd-9026-10ec69c3361c,lovejames,47,Other,Holy See (Vatican City State),77,23,54,2310,3157
3d0a81bd-973a-40e2-af13-ef898ada8574,jesserivas,21,Female,Trinidad and Tobago,55,2,53,1870,2255
ba25c19d-36e8-4bd2-be7c-19f534d67b66,iwoodard,38,Other,Malawi,8,8,0,304,344
11845325-745c-4ac8-8d17-ee6699a0578a,bryan54,63,Female,Tuvalu,58,40,18,2030,2900
f51cc9b9-4ea7-4cd3-bef7-7aabf833ce87,carsonbrent,52,Other,Turkey,94,5,89,2068,7990
8940cb7d-9401-4b2f-b67a-6c294345b235,deanna51,63,Other,Finland,32,25,7,736,2496
1abf045a-87d4-4474-995e-c858695a340d,sanchezmichelle,53,Male,Wallis and Futuna,35,33,2,1435,1400
0d012f7a-1cee-43df-a63d-1220dee7a4e6,fhoward,60,Male,Zambia,89,1,88,4005,8099
e675541b-0e7d-41f5-85b4-de66bdf13b47,audreythomas,59,Female,Germany,26,15,11,624,1066
33b2dd0f-0a61-4a84-ac81-c1a6d155baee,ljacobs,56,Male,Benin,61,1,60,1159,3965
f9bc973b-2c2e-4b04-a6fe-df7eb5a5c9a8,kennedytyler,39,Other,Greece,2,0,2,38,64
2471930b-68d5-4eac-8a62-301f6f9e6857,millerandrea,57,Female,El Salvador,16,15,1,336,432
400914ce-863e-4bfc-a37a-bddc7b14671b,arnoldcaroline,56,Female,Eritrea,94,58,36,2162,5922
27221eb8-1b79-4ecf-b88d-283db8c95176,daniel25,49,Female,Malta,44,24,20,1496,3828
d03ab51b-2412-470d-a280-420872f0babf,carmen78,21,Male,Germany,77,59,18,1848,2156
b6dcd0b2-f675-4d7a-91ad-baf5f7ddd7d9,ekemp,20,Female,Trinidad and Tobago,63,40,23,2646,3717
afd1f7c5-287c-4481-95d9-06d632b5d23c,michaelhudson,36,Other,Chad,90,1,89,4050,7470
465b64ef-a85a-43be-a390-d455975ddd01,jason10,33,Other,Iceland,43,34,9,946,860
b97308de-a9e5-4387-ae55-01c550921f09,tgonzalez,64,Male,Mauritania,54,7,47,1242,2160
a846b873-1ab2-4318-8085-b59560f5cdaf,floydjeremy,57,Other,Faroe Islands,54,45,9,1242,3456
2d32093c-3aa8-4faf-98c6-9ee4c3a7f060,dawnhardy,40,Male,Ukraine,21,13,8,399,1260
38feaf3e-6dcd-45ae-86c3-b993cf9127ab,iansampson,57,Other,Sudan,40,6,34,1040,1840
94fc8d3d-8f3c-4479-8682-17efc91266bf,joshuamartinez,52,Female,Congo,53,26,27,1643,2120
8d1020ad-b303-4fc5-8db3-2fce0a88cd2a,cameronturner,28,Female,Slovakia (Slovak Republic),62,25,37,1612,5518
0dc019ba-4777-4c07-98b7-1dd4f0fed49e,steven10,40,Male,Puerto Rico,14,6,8,350,1330
4b440236-e6e4-4738-b4c5-47fdd0c38851,barronyolanda,53,Other,Northern Mariana Islands,16,11,5,624,592
cf744611-3881-49e7-b2cb-cf9821366971,hchristensen,32,Other,Guyana,99,21,78,3168,9108
7cc48ee6-2049-4b18-9912-ff2b047be62d,unelson,52,Male,Fiji,44,29,15,924,1936
12aa7054-8c95-43da-b3d3-2643d192ed7e,kentdave,60,Female,Nicaragua,34,24,10,1292,2788
20a87b2c-3542-46c3-ab03-50d9055e2c58,garyzimmerman,54,Male,Spain,6,3,3,96,372
19e71620-efe4-4c93-b978-f6bfc34c15d2,pbautista,36,Female,Equatorial Guinea,6,4,2,132,510
bab008ff-5c8b-4851-94af-e04163e4d328,jenniferhumphrey,44,Female,Tokelau,79,31,48,2449,5846
4d071a98-f4fe-4e72-bb4b-86af598e8702,renee84,44,Other,Mexico,39,38,1,1053,3120
a4a7f786-6022-4f6c-a02b-c95560053395,tchase,39,Female,Andorra,45,43,2,1800,1395
74540ed9-d25d-41a0-b39a-93a8c74320da,rdickson,45,Other,Eritrea,100,95,5,4500,3700
0baa641e-88cd-4a7d-9d40-c3cb3723c694,courtneyhernandez,50,Other,Uzbekistan,79,53,26,1264,6320
0379e8e5-71a6-423b-989f-0afcb0a1a6b4,kyle85,54,Male,Cayman Islands,28,15,13,840,1176
1970fb00-4013-436b-8919-f27fb3ad9a2d,heather81,37,Female,Vanuatu,11,2,9,297,781
5173f4ec-9fb5-47e9-9c9a-8a74b6b97485,kevin04,25,Other,Saint Kitts and Nevis,85,7,78,3740,5440
642cf06a-0259-4694-b91c-e296954e3b89,nmosley,62,Female,China,53,33,20,2226,2650
a608c28b-7478-46cb-aabb-51f1ab4bf32d,mcdowelltyler,47,Other,Comoros,18,16,2,540,1170
a007f9f4-b1dd-4c49-80f0-2f7dd4f2d599,patriciahoover,48,Male,Eritrea,32,0,32,736,2432
dc7ed5f4-89c3-499b-8c62-e296f0715df8,valenciaalexander,31,Female,Ukraine,56,2,54,1680,5432
11693813-9bce-493a-a607-9119dd6f3bd2,sydneyhenry,24,Male,Afghanistan,81,56,25,1296,5427
6b949941-1734-4e8c-a4af-cff06d1b4ca4,wsingh,55,Male,Nauru,76,27,49,1444,2432
8f47de7f-866e-494d-924f-2a7cf02bfd99,benjamin89,50,Other,Thailand,75,73,2,2400,6600
e85bee41-425f-4e85-b2d3-d5dc5e2f0676,geraldfox,58,Male,Namibia,27,8,19,459,2322
f6233817-7ea5-4e58-9501-e58ec003ebc9,powellbriana,18,Other,Ecuador,4,2,2,148,144
12104144-be25-454f-8f0c-e5d43b15259c,chavezmichael,34,Male,Tokelau,66,11,55,1056,3168
5db0ee4f-f657-4a29-ae9b-e445f7013a2d,erin75,62,Female,Fiji,71,16,55,3195,5609
70cf346b-4059-4a81-afc2-fd7c5a2cf8cd,amber20,56,Male,Indonesia,11,5,6,198,704
8dedf90c-a6da-4bbd-9a38-4b516286a16f,jenniferharvey,25,Female,Ghana,10,3,7,280,650
b8d22972-3ac9-4280-815f-39e822e0b3b9,mshaw,61,Female,Israel,65,8,57,1040,6045
8fd0b0e4-8367-4d03-98ba-5b5cdd7824b1,nrodriguez,55,Female,Thailand,57,28,29,1653,2052
2812a791-2cd9-4e1b-a84b-50b3591e354e,laurie02,45,Other,British Virgin Islands,52,24,28,1612,2132
551fdacf-33b5-4393-8003-cb1deadba654,charlesbutler,20,Male,Korea,25,12,13,750,650
901bd07d-eedd-4962-972c-db0b72265738,johnsontravis,38,Other,United States Minor Outlying Islands,64,19,45,2304,3328
0d55ba4a-6a07-4a73-8430-6459a3f8bdfe,williscarolyn,21,Other,Vanuatu,11,6,5,275,341
c80da0a9-5bc3-4e18-a1f4-c057f2ec0d78,ellisonchristopher,43,Female,United States of America,42,30,12,1470,2436
882565aa-8e81-4cbc-bbfa-044d88589d0c,michael85,35,Male,Israel,25,8,17,425,925
589f1820-1ab4-497a-8b1f-89349041a242,kennetharroyo,42,Other,Syrian Arab Republic,52,20,32,1248,4576
d00a6d35-28f2-43b8-aa90-e7122caaf3db,schmidtjohn,27,Female,Germany,70,62,8,2870,3290
450d5efb-1186-41ce-9578-42d7d8be7e47,qmiller,51,Other,Belize,64,9,55,2560,2816
9378a81e-9644-4155-97ad-244ad6f82dbe,perezmaria,38,Female,Gabon,24,19,5,792,1320
055a2f6b-6bfe-4cfd-beaf-8b90ae7ab950,kendra38,38,Other,Western Sahara,73,14,59,1241,3796
1bb74222-f44b-4da0-aeb3-0fd3b9eb6144,tfaulkner,43,Male,Congo,19,4,15,570,418
cba3768f-2c83-4b9e-b905-5fd6e9291307,kristinanicholson,21,Male,Uganda,4,3,1,76,336
77fe3347-d94a-469c-b811-915e92e7a8de,gthompson,46,Female,Tuvalu,81,32,49,1701,3321
96e6cd11-449f-44f4-94ab-b3cbd1faa64e,whitney21,47,Other,Guam,23,6,17,989,1426
d6a3f46c-8457-4373-b7d4-4fbc15d74dd9,lauradavis,63,Female,Mongolia,35,34,1,1260,3430
3cb085ce-66e4-41bc-b0c4-902417c5a479,pecksamantha,54,Male,Norfolk Island,61,22,39,1037,2379
72c9ccd1-da83-45ee-b61b-c79383d470b0,stantongeorge,31,Male,Kiribati,83,78,5,3569,4731
3fac5c44-2373-4eb6-8459-da5e15d57919,aware,25,Male,Cambodia,18,12,6,342,1008
7f6045f7-9944-47f5-bf49-5db1128045e6,nunezkimberly,43,Male,Greenland,4,0,4,164,304
7ff28177-0f6c-49e8-a5d7-1e1bb2d549c2,joseph95,39,Other,Pakistan,36,13,23,684,1980
d3ea1630-1361-4d51-b2b2-7daaee215089,tstein,47,Female,French Southern Territories,41,11,30,615,2870
27887793-da27-4d08-a809-925c2c35ca72,jeffreyharris,45,Female,Israel,17,0,17,527,1547
0d31f0b4-f1f4-4b47-bcec-8a176244dea7,suzanne50,22,Other,Nauru,4,4,0,112,332
86f0d9d1-3575-4287-afa2-128ba243813a,calhounmary,24,Male,Switzerland,27,23,4,567,1647
755d374d-9cd6-4aa9-9be4-87a01b0e0fbf,ibrooks,52,Other,French Southern Territories,77,37,40,1848,4466
bd12f982-6b7d-475a-a3ef-38fad5321602,anthony97,63,Female,Northern Mariana Islands,91,13,78,3549,8736
b330828e-eb77-4623-ae99-5a3ddcfb7fbd,matthewpena,20,Male,Hong Kong,68,54,14,2584,2176
70695025-6f05-45cd-8421-ab03562f1dde,henryanthony,60,Other,Bahamas,44,6,38,968,2684
76285526-27ff-4c88-a04c-7efe4da2c0a1,tonya52,48,Male,Egypt,92,21,71,1564,4140
8e2e3006-9d5c-41f1-8d56-48130bd206df,vriggs,53,Female,Switzerland,98,70,28,2842,3234
6d58bd27-0570-424d-b8c7-d26a642fb0f5,peterssarah,42,Other,Reunion,22,4,18,396,2024
a8acff07-1f58-450a-a60d-11d4363d4ff1,jennifer55,30,Female,Cape Verde,92,54,38,2116,3404
e7229590-ceb9-498d-88f0-9dbc7d335dc0,stevenslynn,47,Other,Singapore,53,44,9,848,2968
a1517056-01a8-413c-a111-f6ece542aa47,owenskathleen,48,Other,Nicaragua,72,42,30,2952,5112
40d32622-41ad-40d3-8112-7dba79777a9d,bryantjoshua,55,Male,Senegal,29,12,17,551,1189
a3c394ba-1820-43b5-a372-10782d5f600b,davidfrazier,54,Other,France,51,35,16,2295,3927
9055dbf2-9260-4faa-8258-fa88f5bba2ee,kristine76,35,Other,United States of America,71,43,28,2414,4686
513ec392-4b07-4201-ad6a-82681ced8d53,thomastaylor,37,Female,Uruguay,78,30,48,1872,5928
55475676-a569-4661-b337-aedb74127d67,rbrown,54,Female,Libyan Arab Jamahiriya,9,0,9,342,882
73a4402b-f805-44a5-be69-559384a70654,michael25,65,Female,Kyrgyz Republic,68,23,45,2244,4080
31549c80-93ce-4017-9e25-d953f5a66ca9,erinlarsen,29,Male,Marshall Islands,100,52,48,4500,7700
adcc58a8-4007-4038-8c50-94d641197d8b,chamilton,48,Female,Cuba,2,0,2,56,152
2105869f-be93-481c-8a2e-5eb97569eb5b,kristinvaughan,41,Female,Czech Republic,95,49,46,2090,7315
da1eb344-1fb6-42fd-9aad-394c04f2d20f,scastillo,41,Other,El Salvador,71,8,63,2343,4544
689ff175-f6b5-43ad-9fe0-c7065010eb8a,ilane,38,Other,Suriname,15,10,5,480,1020
67ad636e-10e5-4fc6-867d-10537514159b,jonesclaudia,24,Male,Paraguay,46,15,31,1380,2162
1dbddc0d-f39f-42a3-a451-ab24a6f4489a,john98,64,Female,New Caledonia,72,28,44,1584,6120
36a856ac-9d0b-444b-993b-53e3391479e9,alexis92,65,Other,Wallis and Futuna,42,29,13,924,2520
bd7f8c3c-7df8-4fc4-8535-e3383f4b8518,avilajennifer,49,Other,Peru,63,63,0,1071,4977
95e96cae-f76e-4fe1-9829-ab15966ef45c,floressonia,28,Other,Barbados,64,27,37,2112,6272
08a2b7a1-9213-41dd-bb27-ba38787f685a,colleenbrady,21,Male,Guatemala,37,31,6,1517,1332
bf275ea0-4526-41f7-8a5f-361baacb4911,brian08,21,Male,Panama,39,14,25,1248,1560
f4e5e93d-3921-4db6-8563-385dcf54c38b,tiffanymaldonado,23,Other,Turkmenistan,82,72,10,2788,3034
13130b21-c269-49d2-a4b1-cb0d91fa4dda,ericbrown,35,Female,Kyrgyz Republic,69,58,11,2277,2277
657dc4c2-ed44-4057-bd25-4b7c030eba7a,elizabethrojas,30,Female,Malta,38,33,5,1026,2584
28db933e-e7eb-4608-bd2d-caff00a3630e,jamesjason,42,Other,Denmark,7,4,3,252,658
7384953f-376f-4eed-8388-511a4e175602,munozsusan,60,Other,Moldova,11,6,5,440,319
36d5e894-389c-40b4-8002-f8ce115671ef,kyle71,40,Other,Moldova,13,7,6,416,1209
89b5da08-fcf4-496b-9447-4b7817d74a52,stacywebb,61,Male,Bosnia and Herzegovina,9,8,1,342,450
1cd427d1-e799-450a-af98-fe2d0e42d340,jspencer,58,Other,Mozambique,21,20,1,651,840
1efc5270-edbe-44b6-b875-a9e31c6f9cf5,sarahjenkins,39,Other,United Arab Emirates,54,32,22,1998,1404
53b0ef11-ef56-4336-862f-ffbdbf9fee78,charles97,65,Other,Panama,97,23,74,4074,3492
4e0ffbb2-b141-4196-96e7-e3a7963eebe7,allison43,19,Female,Belize,14,6,8,252,1330
07a0eb74-c3ee-4581-a186-745526b6bc81,cookyvette,65,Male,Guyana,40,24,16,1360,2600
